"","Sample","Chromosome","Start_UBR5","End_UBR5","Segment_Mean_UBR5","Start_MYC","End_MYC","Segment_Mean_MYC"
"24","BROSE_p_TCGASNP_195_196_197_N_GenomeWideSNP_6_F02_1039648","8",84358447,114619814,4e-04,114626238,139141133,2e-04
"25","BROSE_p_TCGASNP_195_196_197_N_GenomeWideSNP_6_F03_1039704","8",40926161,111279265,0.0245,111288052,145072769,0.0353
"26","BROSE_p_TCGASNP_195_196_197_N_GenomeWideSNP_6_F04_1039618","8",40926161,103678365,-0.0038,127465915,140996848,3e-04
"27","BROSE_p_TCGASNP_195_196_197_N_GenomeWideSNP_6_F05_1039712","8",94545887,106086548,0.0016,111283031,141056561,0.003
"28","BROSE_p_TCGASNP_195_196_197_N_GenomeWideSNP_6_F06_1039720","8",84053763,111279265,-0.006,111288052,136670116,-0.0034
"29","BROSE_p_TCGASNP_195_196_197_N_GenomeWideSNP_6_F07_1039596","8",81560904,124447478,0.1903,124447832,143616987,0.3261
"30","BROSE_p_TCGASNP_195_196_197_N_GenomeWideSNP_6_F08_1039726","8",39530780,111279123,-7e-04,119150615,128467310,0.004
"31","BROSE_p_TCGASNP_195_196_197_N_GenomeWideSNP_6_G02_1039640","8",96231941,111282237,0.0015,127328858,141555378,0.0094
"32","BROSE_p_TCGASNP_195_196_197_N_GenomeWideSNP_6_G07_1039780","8",101878488,106086548,3e-04,111288052,136675987,0.0014
"33","BROSE_p_TCGASNP_195_196_197_N_GenomeWideSNP_6_G08_1039778","8",71307628,103007779,0.0036,111288052,145072769,0.2148
"34","BROSE_p_TCGASNP_195_196_197_N_GenomeWideSNP_6_G09_1039754","8",58864803,111279265,0.0239,127097285,127980398,0.2714
"35","BROSE_p_TCGASNP_195_196_197_N_GenomeWideSNP_6_G10_1039652","8",63936953,111282852,0.0516,114638468,136670116,0.0603
"36","BROSE_p_TCGASNP_195_196_197_N_GenomeWideSNP_6_G11_1039728","8",46503462,106378098,0.001,106379114,141564139,-0.0039
"37","BROSE_p_TCGASNP_195_196_197_N_GenomeWideSNP_6_G12_1039714","8",94547824,106221326,0.0055,111288052,145072769,0.0032
"38","BROSE_p_TCGASNP_195_196_197_N_GenomeWideSNP_6_H06_1039722","8",61927924,111282417,0.0013,115082380,131692470,0.0023
"39","BROSE_p_TCGASNP_195_196_197_N_GenomeWideSNP_6_H11_1039732","8",97424641,111282441,0.046,114638558,131716580,0.0503
"40","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_A03_1473898","8",47983064,106087012,-0.001,114629356,141364907,-0.003
"41","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_A04_1473992","8",47983064,114619814,0.0873,114638468,132276005,0.0994
"42","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_A05_1474012","8",39530780,140619100,4e-04,39530780,140619100,4e-04
"43","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_A06_1474024","8",50126018,124642143,-0.0029,124647245,145072769,-0.0016
"44","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_A07_1474018","8",102100189,102447471,0.1176,122017780,131685820,-0.0562
"45","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_A08_1474064","8",96009937,102999332,0.0297,122199387,129767448,0.0267
"46","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_A09_1473888","8",63937166,106236002,9e-04,106237331,140625507,0.0023
"47","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_A10_1473882","8",99192280,114622678,0.0396,114628679,127758306,0.0396
"48","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_A12_1473900","8",50120863,140805184,0.2518,50120863,140805184,0.2518
"49","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_B01_1473972","8",94545764,111279265,-0.0055,111288052,141056561,1e-04
"50","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_B02_1473886","8",84358614,111279265,-0.0653,111283031,141338950,-0.0654
"51","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_B03_1473964","8",71307628,111279265,0.0049,111283031,128442021,-0.0056
"52","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_B04_1473982","8",71307628,106087012,0.4084,111288052,140736356,0.4133
"53","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_B05_1474030","8",101978943,105720506,-0.0029,122017780,128577212,-0.0284
"54","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_B06_1474048","8",78276379,106071589,0.0609,114638468,137810080,0.0583
"55","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_B07_1473978","8",39530780,106307700,0.0013,119150615,140957173,0.0058
"56","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_B08_1473922","8",102041063,119139771,0.2799,125229295,131137655,0.2954
"57","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_B09_1474014","8",102154811,105372821,-0.0113,125619384,130833706,-0.0482
"58","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_B10_1473908","8",52793603,111279265,0.0695,111288052,140957559,0.0706
"59","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_B11_1474032","8",71307628,114622325,0.0027,119150615,140974331,-4e-04
"60","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_B12_1474044","8",98444288,114622438,0.0515,121150940,128283456,0.1069
"61","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_C01_1473932","8",102183405,105637580,-0.016,121081435,128579915,-0.0448
"62","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_C02_1474020","8",39538338,141316346,-0.3611,39538338,141316346,-0.3611
"63","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_C03_1474034","8",95404316,111279265,0.0039,114638468,145072769,-0.0055
"64","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_C04_1473980","8",84437226,111279265,0.0795,114638468,145072769,0.0751
"65","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_C05_1473938","8",71307628,111279265,0.0012,114638468,134761063,-8e-04
"66","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_C06_1474028","8",71307628,111279265,6e-04,114638468,139141133,0.0014
"67","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_C07_1473916","8",84358447,107800050,0.0057,114726789,140549026,-0.0098
"68","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_C08_1473894","8",84358447,111279265,0.0152,127459173,141240852,0.0227
"69","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_C09_1473876","8",59052641,111279265,7e-04,114638468,140952543,0.0037
"70","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_C10_1473930","8",78902873,103678365,0.0271,114660731,144997768,0.0294
"71","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_C11_1473946","8",101963228,106355635,-0.011,125619384,131678287,-0.0411
"72","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_C12_1473948","8",95577359,111279265,0.2443,111288052,141390000,0.2434
"73","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_D01_1474002","8",98228381,114848326,0.0109,114856305,128735944,-0.0021
"74","CACTI_p_TCGAb_392_393_394_NSP_GenomeWideSNP_6_D02_1473920","8",90722254,114848326,0.0052,114856178,128739928,0.0015
"75","CLADE_p_TCGASNP_184_195_N_GenomeWideSNP_6_B06_1039886","8",84358447,111279265,0.0096,114879820,136654485,0.0034
"76","CLADE_p_TCGASNP_184_195_N_GenomeWideSNP_6_B07_1039818","8",49774777,145072769,0.4668,49774777,145072769,0.4668
"77","CLADE_p_TCGASNP_184_195_N_GenomeWideSNP_6_B08_1039960","8",45951913,105931582,0.4575,124748923,135968908,0.4708
"78","CLADE_p_TCGASNP_184_195_N_GenomeWideSNP_6_F09_1039790","8",84358447,106418984,0.0051,111288052,141564139,0.0041
"79","CLADE_p_TCGASNP_184_195_N_GenomeWideSNP_6_F10_1039784","8",46007651,110496100,0.0075,110497132,142122305,0.0011
"80","CLADE_p_TCGASNP_184_195_N_GenomeWideSNP_6_F11_1039878","8",63936953,103971872,-0.001,103972069,139242394,0.0291
"81","CLADE_p_TCGASNP_184_195_N_GenomeWideSNP_6_H03_1039904","8",12616034,145072769,0.0073,12616034,145072769,0.0073
"82","CLADE_p_TCGASNP_184_195_N_GenomeWideSNP_6_H05_1039854","8",62127851,145072769,0.0137,62127851,145072769,0.0137
"83","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_A01_1513690","8",71308086,105985087,-0.0028,106086931,140952543,-0.001
"84","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_A02_1513546","8",102041063,102895528,-0.0511,127542531,128744020,1.1764
"85","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_A04_1513580","8",71310086,111279265,8e-04,123603376,137295182,2e-04
"86","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_A05_1513634","8",95719670,111279265,0.504,127662907,127759804,1.2823
"87","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_A07_1513648","8",101145156,102980362,-0.3057,122957182,133569037,-0.3241
"88","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_A08_1513558","8",25133589,132605354,0.0013,25133589,132605354,0.0013
"89","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_A09_1513544","8",67636256,141332583,0.0141,67636256,141332583,0.0141
"90","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_A10_1513704","8",59052641,111279265,0.0049,111288052,141012587,5e-04
"91","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_A11_1513554","8",43892545,111279265,0.0272,111288052,128744020,0.0271
"92","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_A12_1513622","8",40926161,102786690,0.0054,111283031,137071567,0.0064
"93","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_B01_1513582","8",40926161,111279265,0.0484,127347409,127831650,2.2719
"94","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_B02_1513700","8",12176798,145072769,0.0043,12176798,145072769,0.0043
"95","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_B03_1513692","8",47519022,123821274,-0.1787,127112351,127780550,1.2091
"96","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_B04_1513674","8",102099233,105904660,0.002,114638468,128744020,0.0042
"97","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_B05_1513608","8",50126018,105994734,0.0513,114638468,128744020,0.0462
"98","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_B06_1513542","8",56186628,108259950,8e-04,108277045,128739928,7e-04
"99","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_B07_1513702","8",56186628,145072769,0.0036,56186628,145072769,0.0036
"100","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_B08_1513686","8",74600256,114619814,0.0049,115746498,133616840,-0.0073
"101","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_B09_1513602","8",77870375,114622438,0.0538,114638468,139591259,0.0617
"102","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_B10_1513642","8",71304199,114622325,0.0071,114638468,140601844,0.0082
"103","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_B11_1513628","8",71303903,111276327,0.0205,114650365,131976820,0.0297
"104","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_B12_1513596","8",46267692,106089352,-0.0022,114874003,140991267,0.0058
"105","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_C01_1513594","8",40331978,114619814,0.0082,114638468,145072769,0.0165
"106","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_C02_1513630","8",87799526,108396868,0.2352,115968704,128744020,0.24
"107","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_C03_1513566","8",39517213,110136636,-0.002,114856305,145072769,0.0039
"108","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_C04_1513592","8",67608863,105972873,0.0908,111288052,143622987,0.0963
"109","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_C05_1513712","8",67608863,111279265,1e-04,111288052,140810142,0.0031
"110","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_C06_1513646","8",39530780,111279265,0.0027,119150615,137811491,0.005
"111","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_C07_1513654","8",77718918,111279265,0.2017,119150615,130835623,0.214
"112","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_C08_1513598","8",25133589,111279265,0.0046,111283031,143616987,0.0062
"113","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_C09_1513682","8",39527181,108739652,-0.075,119100829,129516005,0.9527
"114","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_C10_1513676","8",43417966,114622438,0.0072,114638468,143616763,0.002
"115","CUING_p_TCGAb_424_425_NSP_GenomeWideSNP_6_C11_1513568","8",43417966,114622424,0.1005,114638468,143616987,0.1209
"116","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_D09_1513856","8",40326286,102980362,0.0085,111283031,132602415,0.0121
"117","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_D10_1513820","8",38698850,111279265,-0.1197,111288052,142143283,-0.1268
"118","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_D11_1513844","8",71307628,111279265,0.0032,111282441,128739928,-0.0057
"119","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_D12_1513742","8",93880249,103774205,0.181,122548923,128688802,0.2043
"120","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_E01_1513770","8",25126818,141005805,0.0062,25126818,141005805,0.0062
"121","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_E02_1513908","8",77805313,111279123,0.114,114253946,135749026,0.1122
"122","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_E03_1513814","8",101862056,106361582,-0.0166,127728722,127943873,-0.0254
"123","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_E04_1513864","8",14652887,111279265,-0.3292,124425386,145072769,-0.3192
"124","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_E05_1513824","8",39530780,111279265,0.0041,114638468,137810080,-0.001
"125","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_E06_1513896","8",39530780,111279265,0.0479,114638468,137810080,0.0412
"126","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_E07_1513904","8",71307628,111279265,0.1017,111288052,140991025,0.1049
"127","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_E08_1513736","8",96405506,111279265,0.0066,111283031,140995543,0.0041
"128","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_E09_1513826","8",46635727,111279265,0.0038,119150615,145072769,0.0076
"129","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_E10_1513776","8",67649204,105805176,0.0551,119147207,136881227,0.0561
"130","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_E11_1513780","8",40926161,111279265,0.0013,111283031,141556500,0.0036
"131","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_E12_1513882","8",46185699,111279265,-0.0035,113311059,133071168,-0.0034
"132","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_F01_1513870","8",84356431,111279265,-0.0052,122057671,139590373,0.0062
"133","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_F02_1513838","8",99448040,111273427,-0.033,111288052,137422117,-0.0305
"134","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_F03_1513794","8",84356431,111279265,-0.0949,127154311,127767685,0.1781
"135","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_F04_1513744","8",57025292,145072769,0.0019,57025292,145072769,0.0019
"136","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_F05_1513806","8",57025292,122057264,0.0361,122137901,139590373,0.0746
"137","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_F06_1513734","8",71307628,111279265,0.0489,111283031,140996848,0.0445
"138","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_F07_1513848","8",39530780,111279265,0.0038,111283031,145072769,8e-04
"139","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_F08_1513756","8",39529446,111279265,0.0014,114629502,145072769,-0.004
"140","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_F09_1513906","8",101386568,105003155,0.0907,124215869,127938112,0.2048
"141","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_F10_1513910","8",71303987,107473157,5e-04,107484233,142046163,0.0023
"142","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_F11_1513754","8",92753488,103569089,0.3817,116294650,135854934,0.3951
"143","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_F12_1513818","8",91231528,106236002,0.1913,106237331,140625549,0.2044
"144","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_G01_1513764","8",63936953,144564938,0.0032,63936953,144564938,0.0032
"145","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_G02_1513778","8",84970924,111279265,-0.4964,117470383,137810080,0.2586
"146","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_G03_1513884","8",71307628,114566569,0.0051,114638558,137810080,0.0028
"147","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_G04_1513782","8",4047195,111279265,0.0075,126727908,141016278,0.0147
"148","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_G05_1513854","8",50126018,111279265,0.0014,114638468,141016278,0.0043
"149","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_G06_1513888","8",63936953,114849557,0.0045,119150615,128744020,0.0027
"150","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_G07_1513812","8",71307628,108883716,0.0819,119151486,128744020,0.0719
"151","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_G08_1513912","8",39530780,111279265,0.0047,111283031,145072769,-5e-04
"152","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_G09_1513832","8",46554650,108883716,7e-04,123616796,140994637,0.1008
"153","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_G10_1513802","8",77542835,140995196,3e-04,77542835,140995196,3e-04
"154","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_G11_1513746","8",46517387,111282065,0.0183,114623472,128744020,0.0256
"155","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_G12_1513758","8",75645419,103678365,-0.4208,127440521,128744020,0.9011
"156","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_H01_1513750","8",75645419,145072769,0.0051,75645419,145072769,0.0051
"157","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_H02_1513752","8",102042355,102707957,0.0153,122451306,128577364,-0.0311
"158","CYANS_p_TCGAb_422_423_424_NSP_GenomeWideSNP_6_H03_1513810","8",71307628,126129689,0.0964,126133001,130127066,0.2294
"159","CYMES_p_TCGAb_389_390_NSP_GenomeWideSNP_6_G04_1464376","8",40336937,111282809,-0.0021,111288052,140984704,0.001
"160","CYMES_p_TCGAb_389_390_NSP_GenomeWideSNP_6_G05_1464434","8",82871317,111279265,-0.0475,111283031,140984778,-0.0345
"161","CYMES_p_TCGAb_389_390_NSP_GenomeWideSNP_6_G06_1464400","8",25126641,111282417,0.0033,111283031,130890048,-0.002
"162","CYMES_p_TCGAb_389_390_NSP_GenomeWideSNP_6_G07_1464432","8",43143410,111279265,-0.0036,111288052,130890048,-0.0038
"163","CYMES_p_TCGAb_389_390_NSP_GenomeWideSNP_6_G08_1464350","8",39530780,111282852,5e-04,111288052,145072769,-0.0026
"164","CYMES_p_TCGAb_389_390_NSP_GenomeWideSNP_6_G09_1464388","8",39530780,111279265,8e-04,111288052,130835623,-0.003
"165","CYMES_p_TCGAb_389_390_NSP_GenomeWideSNP_6_G10_1464254","8",88949554,145072769,-0.0034,88949554,145072769,-0.0034
"166","CYMES_p_TCGAb_389_390_NSP_GenomeWideSNP_6_G11_1464390","8",88949554,111282417,0.1042,127694474,128287475,0.3671
"167","CYMES_p_TCGAb_389_390_NSP_GenomeWideSNP_6_G12_1464300","8",71307628,106346636,0.0156,106348394,145072769,0.008
"168","CYMES_p_TCGAb_389_390_NSP_GenomeWideSNP_6_H01_1464378","8",71307628,106222058,-0.0041,111288052,137381326,-0.0012
"169","CYMES_p_TCGAb_389_390_NSP_GenomeWideSNP_6_H02_1464338","8",42861647,114619814,0.0012,114638468,145072769,-0.0015
"170","CYMES_p_TCGAb_389_390_NSP_GenomeWideSNP_6_H03_1464292","8",39530780,114622258,0.1145,114638468,137063443,0.1206
"171","CYMES_p_TCGAb_389_390_NSP_GenomeWideSNP_6_H04_1464342","8",63937166,111282809,0.0035,123367515,140990666,0.0034
"172","CYMES_p_TCGAb_389_390_NSP_GenomeWideSNP_6_H05_1464308","8",71772166,111279265,0.1188,119150615,145072769,0.1295
"173","CYMES_p_TCGAb_389_390_NSP_GenomeWideSNP_6_H06_1464268","8",39529446,120840929,0.0023,120846873,145072769,4e-04
"174","CYMES_p_TCGAb_389_390_NSP_GenomeWideSNP_6_H07_1464256","8",95021722,145072769,0.3118,95021722,145072769,0.3118
"175","CYMES_p_TCGAb_389_390_NSP_GenomeWideSNP_6_H08_1464366","8",39530780,111282065,7e-04,111283031,145072769,-0.0024
"176","CYMES_p_TCGAb_389_390_NSP_GenomeWideSNP_6_H09_1464404","8",71307628,111279265,0.3914,127666741,129213228,0.9413
"177","CYMES_p_TCGAb_389_390_NSP_GenomeWideSNP_6_H10_1464352","8",39530780,139467032,-0.0045,39530780,139467032,-0.0045
"178","CYMES_p_TCGAb_389_390_NSP_GenomeWideSNP_6_H11_1464320","8",85640913,145072769,0.0233,85640913,145072769,0.0233
"179","DIODE_p_TCGAb3_47_48_49_50_NSP_GenomeWideSNP_6_D09_1373310","8",39530780,140677841,0.0057,39530780,140677841,0.0057
"180","DIODE_p_TCGAb3_47_48_49_50_NSP_GenomeWideSNP_6_D10_1373322","8",82457708,106236002,-0.0677,106237331,141348799,-0.0691
"181","DIODE_p_TCGAb3_47_48_49_50_NSP_GenomeWideSNP_6_D11_1373330","8",46906076,111279265,0.0033,111288052,141327635,0.0067
"182","DIODE_p_TCGAb3_47_48_49_50_NSP_GenomeWideSNP_6_D12_1373178","8",71307628,111279265,0.0386,111288052,137295182,0.0508
"183","DIODE_p_TCGAb3_47_48_49_50_NSP_GenomeWideSNP_6_E01_1373342","8",94545887,111282050,0.0019,111288052,141244416,8e-04
"184","DIODE_p_TCGAb3_47_48_49_50_NSP_GenomeWideSNP_6_E02_1373260","8",94545887,111279265,0.1451,114661835,136677301,0.1458
"185","DIODE_p_TCGAb3_47_48_49_50_NSP_GenomeWideSNP_6_E03_1373280","8",88761021,136881227,0.002,88761021,136881227,0.002
"186","DIODE_p_TCGAb3_47_48_49_50_NSP_GenomeWideSNP_6_E04_1373328","8",88761021,123550771,0.189,127467292,136881227,0.1852
"187","DIODE_p_TCGAb3_47_48_49_50_NSP_GenomeWideSNP_6_E05_1373218","8",57556475,111282237,0.0063,111288052,141364408,0.0079
"188","DIODE_p_TCGAb3_47_48_49_50_NSP_GenomeWideSNP_6_E06_1373176","8",100285498,106236002,0.0125,111288052,136341818,0.0087
"189","DIODE_p_TCGAb3_47_48_49_50_NSP_GenomeWideSNP_6_E07_1373170","8",72271932,136222232,0.0041,72271932,136222232,0.0041
"190","DIODE_p_TCGAb3_47_48_49_50_NSP_GenomeWideSNP_6_E08_1373336","8",93262783,102980362,0.4292,117045299,133865163,0.4421
"191","DIODE_p_TCGAb3_47_48_49_50_NSP_GenomeWideSNP_6_E09_1373286","8",78969562,106005452,0.0025,114673425,136736314,0.0063
